ev_bin,la_bin,dir_bin,xBA
1,-21,-20,1.0
2,-43,-115,0.0
2,-33,10,0.0
2,-31,5,1.0
2,-16,120,0.0
2,-13,-5,0.0
2,-4,-175,0.0
3,-72,-145,0.0
3,-40,35,0.0
3,-19,-5,0.0
3,-12,-170,0.0
4,-14,-135,0.0
4,-5,75,0.0
5,-65,-120,0.0
5,-52,-115,0.0
5,-39,-10,0.0
5,-31,-25,0.0
5,-31,25,0.0
5,-26,-120,0.0
5,-17,-5,0.0
5,-9,-160,1.0
6,-80,80,0.0
6,-64,50,0.0
6,-54,-80,0.0
6,-49,5,0.0
6,-29,-20,1.0
6,-28,-65,0.0
6,-25,-45,0.0
6,-24,-120,1.0
6,-23,-90,0.0
6,-19,10,1.0
6,-8,25,0.0
6,-5,10,0.0
6,-3,0,1.0
6,-2,-45,0.0
7,-66,150,1.0
7,-63,170,1.0
7,-60,-65,1.0
7,-43,-135,0.0
7,-40,-10,1.0
7,-39,40,0.0
7,-35,-55,0.0
7,-34,-105,0.0
7,-28,5,0.0
7,-27,20,1.0
7,-19,-15,1.0
7,-19,-5,0.0
7,-10,-90,0.0
7,-5,-90,0.0
7,-2,-80,0.0
7,-2,-10,0.0
7,-2,15,0.0
7,0,45,1.0
8,-71,130,0.0
8,-44,45,0.0
8,-43,-110,0.0
8,-43,165,0.0
8,-22,-30,0.0
8,-16,-175,0.0
9,-73,-150,0.0
9,-58,20,0.0
9,-38,0,0.0
9,-35,90,0.0
9,-33,-5,0.0
9,-33,155,0.0
9,-20,-5,0.0
9,-20,0,0.0
9,-17,-35,1.0
9,-17,-5,0.0
9,-16,5,1.0
9,-15,-140,0.0
9,-13,5,0.0
9,-11,-60,0.0
10,-74,35,1.0
10,-55,-80,1.0
10,-48,-70,0.0
10,-45,165,0.0
10,-44,155,0.0
10,-40,55,0.0
10,-30,120,1.0
10,-29,60,0.0
10,-21,-170,0.0
10,-21,0,0.0
10,-13,10,0.0
10,-11,0,0.0
10,-6,-165,0.0
10,-4,-100,0.0
10,-4,-65,1.0
11,-46,5,0.0
11,-43,60,0.0
11,-38,40,1.0
11,-36,-65,0.0
11,-35,15,1.0
11,-33,135,1.0
11,-32,-165,0.0
11,-24,-35,1.0
11,-23,-15,1.0
11,-19,0,0.0
11,-17,5,1.0
11,-16,-40,1.0
11,-16,-5,0.0
11,-14,-100,0.0
11,-12,0,0.0
11,-10,-20,0.0
11,-10,5,0.0
11,-9,-20,1.0
11,-5,-20,1.0
11,15,-140,0.0
12,-69,150,0.0
12,-64,5,1.0
12,-60,-85,0.0
12,-53,-80,0.0
12,-41,-15,0.0
12,-39,-75,0.0
12,-32,25,0.0
12,-30,0,0.0
12,-28,-25,1.0
12,-26,140,0.0
12,-24,-30,0.0
12,-21,-35,0.0
12,-17,-35,0.0
12,-17,-5,0.0
12,-16,-5,0.0
12,-14,100,1.0
12,-13,-20,1.0
12,-13,-5,0.0
12,-12,-60,0.0
12,-12,10,0.0
12,-10,-10,0.0
12,-10,80,0.0
12,-5,25,0.0
12,-4,10,0.0
12,-3,20,0.0
12,39,-20,1.0
12,68,-70,0.0
13,-70,-100,0.0
13,-64,25,0.0
13,-59,0,0.0
13,-54,-50,1.0
13,-53,-50,1.0
13,-50,-100,0.0
13,-49,-35,1.0
13,-49,40,0.0
13,-41,-110,1.0
13,-36,-125,0.0
13,-35,10,0.0
13,-29,-15,0.0
13,-25,0,1.0
13,-25,175,0.0
13,-24,-5,0.0
13,-23,5,1.0
13,-21,15,0.0
13,-20,-170,0.0
13,-20,0,0.0
13,-19,135,1.0
13,-17,5,0.0
13,-16,-20,0.0
13,-16,0,0.0
13,-13,0,0.0
13,-9,-45,1.0
13,-6,-40,0.0
13,-4,145,1.0
13,-2,-30,1.0
13,-2,5,1.0
13,14,35,1.0
13,15,30,0.0
13,21,15,0.0
14,-82,145,1.0
14,-81,155,0.0
14,-77,10,1.0
14,-75,50,0.0
14,-62,165,0.0
14,-61,-135,0.0
14,-61,135,0.0
14,-58,75,0.0
14,-57,-135,0.0
14,-49,-5,0.0
14,-48,45,1.0
14,-44,-15,1.0
14,-43,0,0.0
14,-42,-110,1.0
14,-42,-50,0.0
14,-40,-50,1.0
14,-38,45,0.0
14,-35,-170,0.0
14,-25,-30,0.0
14,-24,-15,0.0
14,-23,-35,0.0
14,-23,0,0.0
14,-21,0,0.0
14,-20,-25,1.0
14,-15,20,1.0
14,-14,-5,0.0
14,-12,-5,1.0
14,-11,0,0.0
14,-8,0,0.0
14,-8,15,0.0
14,-6,-100,1.0
14,-5,80,0.0
14,16,5,0.0
14,24,65,0.0
15,-79,0,0.0
15,-77,65,0.0
15,-74,-105,0.0
15,-69,-70,0.0
15,-66,0,0.0
15,-62,-80,0.0
15,-61,40,0.0
15,-58,-60,0.0
15,-57,150,0.0
15,-56,-150,0.0
15,-53,105,0.0
15,-52,45,0.0
15,-50,-60,1.0
15,-48,-50,0.0
15,-45,-80,0.0
15,-44,60,1.0
15,-41,70,1.0
15,-40,-75,1.0
15,-38,-15,0.0
15,-36,-100,1.0
15,-36,0,0.0
15,-35,-65,0.0
15,-32,-85,0.0
15,-32,135,0.0
15,-30,-35,1.0
15,-28,-45,0.0
15,-27,-145,0.0
15,-25,110,0.0
15,-23,35,0.0
15,-22,5,0.0
15,-17,-5,0.0
15,-17,15,0.0
15,-14,-75,0.0
15,-14,-5,0.0
15,-13,-35,1.0
15,-13,-10,1.0
15,-12,-25,1.0
15,-12,-10,0.0
15,-11,0,0.0
15,-10,-145,0.0
15,-9,-5,0.0
15,-7,75,0.0
15,-6,-25,1.0
15,-6,-15,0.0
15,-6,0,1.0
15,-6,5,0.0
15,-5,-5,0.0
15,-3,-35,0.0
15,-2,-5,0.0
15,-2,0,0.0
15,-2,30,0.0
15,-1,-40,0.0
15,-1,-5,0.0
15,1,-5,0.0
15,1,20,0.0
15,2,-25,0.0
15,2,-5,0.0
15,2,25,1.0
15,2,30,0.0
15,3,-25,0.0
15,4,-25,0.0
15,5,-10,0.0
15,5,5,0.0
15,5,40,1.0
15,11,-30,1.0
15,11,20,0.0
15,12,-15,0.0
15,14,20,1.0
15,15,-10,0.0
15,20,-10,0.0
15,20,10,0.0
15,21,0,0.0
15,22,-10,0.0
15,23,15,0.0
15,26,-20,1.0
15,26,-10,0.0
15,27,-20,0.0
15,30,-10,0.0
15,31,15,0.0
15,32,-15,0.0
15,35,-35,0.0
16,-88,55,0.0
16,-78,-90,0.0
16,-72,105,0.0
16,-69,75,0.0
16,-67,-110,0.0
16,-67,35,0.0
16,-59,-115,1.0
16,-58,10,0.0
16,-57,-135,0.0
16,-57,-40,0.0
16,-56,-65,0.0
16,-49,175,0.0
16,-48,-45,0.0
16,-46,-90,0.0
16,-43,-135,0.0
16,-42,35,0.0
16,-40,-50,1.0
16,-40,-45,0.0
16,-39,-5,0.0
16,-38,-85,0.0
16,-38,-45,0.0
16,-34,15,0.0
16,-33,55,0.0
16,-32,150,0.0
16,-29,-15,0.0
16,-28,120,1.0
16,-25,-155,0.0
16,-25,0,0.0
16,-25,25,0.0
16,-23,5,0.0
16,-22,35,0.0
16,-21,25,1.0
16,-20,-160,0.0
16,-20,30,0.0
16,-20,35,1.0
16,-19,15,1.0
16,-18,0,0.0
16,-17,0,0.0
16,-17,20,0.0
16,-16,0,0.5
16,-16,30,0.0
16,-13,20,1.0
16,-12,0,0.0
16,-11,60,0.0
16,-10,35,0.0
16,-9,-30,1.0
16,-9,-20,0.0
16,-9,-10,0.0
16,-9,5,1.0
16,-8,-20,1.0
16,-8,-5,0.0
16,-8,30,0.0
16,-7,-40,0.0
16,-7,-35,0.0
16,-7,5,0.0
16,-6,-10,0.0
16,-6,20,1.0
16,-6,30,0.0
16,-5,15,0.0
16,-3,0,0.0
16,-1,-35,1.0
16,-1,30,1.0
16,0,10,0.0
16,2,30,1.0
16,4,-5,0.0
16,4,10,0.0
16,4,30,0.0
16,5,-35,0.0
16,6,30,0.0
16,7,25,1.0
16,8,-25,1.0
16,9,-5,0.0
16,9,30,0.0
16,10,-45,0.0
16,10,-25,0.0
16,10,25,0.0
16,10,30,0.0
16,11,-30,0.0
16,11,-25,0.0
16,11,5,0.0
16,11,20,0.0
16,13,40,0.0
16,14,5,0.0
16,15,25,0.0
16,16,35,0.0
16,17,30,0.0
16,17,35,0.0
16,21,5,0.0
16,24,-45,1.0
16,25,-30,1.0
16,28,20,0.0
16,31,-10,0.0
16,32,-25,0.0
16,32,5,0.0
16,34,20,0.0
16,35,5,0.0
16,43,-30,1.0
17,-77,-65,0.0
17,-76,-115,1.0
17,-75,-95,0.0
17,-73,-160,1.0
17,-73,-130,1.0
17,-65,35,0.0
17,-64,40,0.0
17,-61,-30,0.0
17,-60,45,0.0
17,-59,30,0.0
17,-57,-115,1.0
17,-55,-160,0.0
17,-55,5,0.0
17,-54,30,1.0
17,-54,165,0.0
17,-52,-75,0.0
17,-50,170,0.0
17,-49,-95,0.0
17,-45,-75,0.0
17,-45,-15,0.0
17,-41,-95,0.0
17,-41,-15,0.0
17,-37,-60,0.0
17,-35,30,1.0
17,-34,-80,0.0
17,-32,-40,0.0
17,-31,-55,1.0
17,-31,65,0.0
17,-30,-170,0.0
17,-30,10,0.0
17,-29,-40,1.0
17,-29,-10,0.0
17,-28,-75,0.0
17,-27,5,0.0
17,-25,25,0.0
17,-24,-40,0.0
17,-24,20,1.0
17,-23,-90,0.0
17,-23,-15,1.0
17,-23,50,0.0
17,-21,-5,0.0
17,-20,-15,0.0
17,-18,-5,1.0
17,-18,0,0.0
17,-16,-70,0.0
17,-16,-5,0.0
17,-16,0,0.0
17,-15,-5,0.0
17,-14,-5,1.0
17,-14,5,1.0
17,-13,-30,0.0
17,-13,-20,0.0
17,-13,-10,0.0
17,-13,0,0.0
17,-13,30,0.0
17,-12,-30,0.0
17,-12,-15,0.0
17,-12,-5,0.0
17,-9,-5,0.0
17,-8,-5,0.0
17,-7,-70,0.0
17,-6,30,1.0
17,-5,-40,1.0
17,-5,5,0.0
17,-5,70,1.0
17,-4,10,0.0
17,-4,15,0.0
17,-4,25,0.0
17,-4,30,0.0
17,-3,-10,0.0
17,-3,30,1.0
17,-2,-45,1.0
17,-2,30,1.0
17,-1,-145,0.0
17,-1,-25,1.0
17,-1,25,1.0
17,0,20,1.0
17,0,35,0.0
17,2,15,0.0
17,2,30,0.0
17,2,35,0.0
17,2,40,0.0
17,3,25,1.0
17,4,-35,1.0
17,4,5,1.0
17,4,20,0.0
17,4,25,0.0
17,5,5,0.0
17,5,25,0.0
17,7,-35,0.0
17,7,-25,1.0
17,7,30,1.0
17,7,35,1.0
17,8,-15,0.0
17,8,20,1.0
17,9,-35,0.0
17,9,15,0.0
17,10,20,0.0
17,11,-25,1.0
17,11,-20,0.0
17,11,25,0.0
17,12,-35,0.0
17,12,-30,1.0
17,12,-15,0.0
17,12,-5,0.0
17,12,0,0.0
17,13,-10,1.0
17,13,0,0.0
17,14,-25,1.0
17,14,-15,0.0
17,14,20,0.0
17,14,30,0.0
17,16,-15,0.0
17,17,-35,1.0
17,17,-10,0.0
17,17,30,0.0
17,18,15,0.0
17,19,15,0.0
17,20,-5,0.0
17,21,5,0.0
17,21,30,0.0
17,22,0,0.0
17,22,20,0.0
17,23,-10,1.0
17,23,15,1.0
17,24,-20,1.0
17,24,-15,0.0
17,24,10,0.0
17,25,-20,0.0
17,25,10,0.0
17,25,25,0.0
17,26,20,0.0
17,28,-40,1.0
17,28,-20,0.0
17,28,5,0.0
17,29,-5,0.0
17,30,-20,0.0
17,30,-10,0.3333333333333333
17,31,-20,0.0
17,31,0,0.0
17,32,-15,0.0
17,32,10,0.0
17,32,25,1.0
17,33,0,0.0
17,35,-25,1.0
17,35,-20,0.0
17,35,0,0.0
17,36,-20,0.0
17,37,-5,1.0
17,40,5,0.0
17,45,-30,1.0
17,45,-25,1.0
18,-80,170,0.0
18,-73,95,0.0
18,-70,-90,0.0
18,-69,-40,0.0
18,-69,-35,0.0
18,-67,95,0.0
18,-65,-110,1.0
18,-64,40,1.0
18,-63,-105,0.0
18,-63,-15,0.0
18,-63,145,0.0
18,-62,-35,0.0
18,-59,-160,0.0
18,-59,80,1.0
18,-59,130,0.0
18,-58,15,0.0
18,-57,-70,0.0
18,-57,-60,0.0
18,-57,145,0.0
18,-55,80,0.0
18,-53,-150,0.0
18,-53,-40,0.0
18,-53,40,0.0
18,-52,-115,0.0
18,-51,-20,0.0
18,-47,-85,0.0
18,-47,50,1.0
18,-44,-70,0.0
18,-43,-130,0.0
18,-42,-90,0.0
18,-41,-105,0.0
18,-39,-70,0.0
18,-37,15,0.0
18,-36,25,0.3333333333333333
18,-35,-10,0.0
18,-32,-5,0.0
18,-31,-15,1.0
18,-30,-160,0.0
18,-28,-170,0.0
18,-28,-10,0.0
18,-27,-25,0.0
18,-27,15,1.0
18,-27,70,1.0
18,-26,-60,1.0
18,-26,5,0.0
18,-26,45,0.0
18,-25,-55,1.0
18,-25,-20,0.0
18,-25,50,0.0
18,-24,-65,1.0
18,-24,-25,0.0
18,-23,-35,0.0
18,-23,-30,0.0
18,-22,-85,0.0
18,-22,5,1.0
18,-21,-10,0.0
18,-19,-25,0.0
18,-19,55,0.0
18,-18,0,1.0
18,-18,100,0.0
18,-17,5,0.0
18,-15,-20,0.0
18,-15,5,0.0
18,-14,-55,0.0
18,-14,-10,0.0
18,-14,0,0.0
18,-13,20,0.0
18,-13,25,0.0
18,-13,35,0.0
18,-12,0,0.5
18,-12,15,0.0
18,-11,-55,0.0
18,-11,-35,1.0
18,-10,-40,1.0
18,-10,-20,0.0
18,-10,30,0.0
18,-9,-30,0.0
18,-7,-30,1.0
18,-7,10,1.0
18,-7,25,1.0
18,-6,-5,0.0
18,-6,30,0.0
18,-6,35,1.0
18,-5,5,0.0
18,-5,10,1.0
18,-5,150,0.0
18,-4,-5,0.0
18,-4,30,1.0
18,-3,-40,1.0
18,-3,15,0.0
18,-3,35,1.0
18,-2,-35,1.0
18,-2,-5,0.0
18,-2,30,1.0
18,-1,-10,0.0
18,0,-30,1.0
18,0,-5,0.0
18,0,20,0.0
18,0,25,1.0
18,0,35,1.0
18,1,-15,0.0
18,1,10,0.0
18,1,30,0.0
18,2,-15,0.0
18,3,10,1.0
18,5,0,0.0
18,5,5,0.0
18,6,-20,0.0
18,6,-5,0.0
18,6,20,0.0
18,6,30,1.0
18,7,-35,1.0
18,7,-20,0.0
18,7,-5,0.0
18,7,25,1.0
18,7,30,0.5
18,8,-25,0.0
18,8,0,0.0
18,11,-35,1.0
18,11,-20,1.0
18,11,-10,0.0
18,11,5,0.0
18,11,30,1.0
18,12,0,0.0
18,13,-10,0.0
18,14,-15,0.0
18,15,-35,1.0
18,15,-30,1.0
18,15,20,0.0
18,16,-35,1.0
18,16,5,0.0
18,16,25,0.0
18,17,-35,1.0
18,17,20,0.0
18,17,35,0.0
18,18,20,0.0
18,19,-40,1.0
18,19,-30,1.0
18,19,-10,0.0
18,20,5,1.0
18,20,10,0.0
18,21,-20,1.0
18,21,40,1.0
18,22,-20,0.0
18,22,0,0.0
18,23,5,0.0
18,24,-25,0.0
18,24,-20,1.0
18,26,30,0.0
18,27,-30,1.0
18,27,150,0.0
18,28,-20,0.5
18,28,25,0.0
18,29,0,0.0
18,29,5,0.0
18,29,15,0.0
18,31,-40,1.0
18,32,-50,1.0
18,32,-30,1.0
18,32,-20,1.0
18,32,40,0.0
18,33,-5,0.0
18,34,-15,0.0
18,34,10,0.0
18,35,-10,1.0
18,36,-30,1.0
18,37,-25,0.0
18,37,25,1.0
18,38,-20,0.0
18,38,-15,0.0
18,38,5,0.0
18,44,5,0.0
18,44,20,1.0
18,45,-25,0.0
18,46,-5,0.0
18,48,-5,0.0
19,-82,-30,0.0
19,-79,-65,0.0
19,-77,-65,0.0
19,-77,-10,0.0
19,-75,-30,0.0
19,-74,-110,0.0
19,-74,30,0.0
19,-69,120,0.0
19,-67,30,0.0
19,-65,-150,0.0
19,-65,30,0.0
19,-64,-95,0.0
19,-64,35,0.0
19,-64,115,0.0
19,-63,135,0.0
19,-62,-70,1.0
19,-61,-20,0.0
19,-61,100,0.0
19,-61,170,0.0
19,-59,45,0.0
19,-59,55,0.0
19,-59,80,0.0
19,-58,-165,1.0
19,-58,40,0.0
19,-58,45,0.0
19,-57,0,0.0
19,-56,50,0.0
19,-55,-70,0.0
19,-55,140,0.0
19,-54,-160,1.0
19,-53,175,0.0
19,-52,-5,0.0
19,-49,-80,0.0
19,-49,150,0.0
19,-47,20,1.0
19,-45,40,0.0
19,-45,45,0.0
19,-44,-60,0.0
19,-44,120,0.0
19,-43,-95,0.0
19,-43,-50,0.0
19,-42,-80,0.0
19,-42,-70,0.0
19,-42,-45,0.0
19,-42,60,1.0
19,-41,-10,0.0
19,-40,-155,1.0
19,-39,-30,0.0
19,-38,-20,0.0
19,-37,-125,0.0
19,-37,-15,0.0
19,-37,50,0.0
19,-36,-60,0.0
19,-36,20,1.0
19,-35,-20,1.0
19,-35,-5,0.0
19,-35,55,0.0
19,-34,-85,1.0
19,-34,-20,1.0
19,-33,-50,0.0
19,-33,-5,0.0
19,-31,10,0.0
19,-31,170,0.0
19,-30,-60,0.0
19,-30,-35,0.0
19,-30,25,0.0
19,-29,85,0.0
19,-26,45,0.0
19,-24,-80,0.0
19,-23,-20,0.0
19,-23,-5,1.0
19,-22,-60,1.0
19,-22,-40,1.0
19,-22,0,0.0
19,-21,-40,0.0
19,-21,70,0.0
19,-20,-15,0.0
19,-19,-30,0.0
19,-17,0,0.0
19,-17,5,0.0
19,-17,10,0.0
19,-17,25,0.0
19,-16,-20,0.0
19,-16,-5,0.0
19,-16,0,0.0
19,-16,30,0.0
19,-15,-50,0.0
19,-15,-35,0.0
19,-15,30,0.0
19,-14,0,0.0
19,-14,5,0.0
19,-13,20,0.0
19,-12,-25,0.0
19,-11,10,0.0
19,-11,35,0.0
19,-10,-25,0.0
19,-10,35,0.0
19,-10,40,0.0
19,-9,30,1.0
19,-8,-25,0.0
19,-8,-15,1.0
19,-8,15,0.0
19,-8,20,0.0
19,-8,25,0.0
19,-7,-5,0.0
19,-7,25,0.0
19,-7,40,1.0
19,-6,-30,0.0
19,-6,10,0.0
19,-6,15,0.0
19,-5,10,0.0
19,-5,25,1.0
19,-4,-15,1.0
19,-4,-10,0.0
19,-4,30,1.0
19,-3,-65,0.0
19,-2,-45,1.0
19,-2,-35,0.0
19,-2,10,0.0
19,-2,20,0.0
19,-2,35,1.0
19,-2,40,1.0
19,-1,-135,0.0
19,-1,20,0.0
19,-1,25,1.0
19,-1,30,0.0
19,0,-30,0.0
19,0,-25,0.0
19,0,-5,0.0
19,0,0,0.0
19,0,10,0.0
19,0,30,0.0
19,1,-10,0.0
19,1,-5,0.0
19,1,10,0.0
19,1,15,1.0
19,1,25,0.0
19,2,15,0.0
19,3,-25,1.0
19,3,25,0.0
19,4,-5,0.0
19,4,30,0.0
19,5,-30,0.0
19,6,-25,1.0
19,6,5,0.0
19,6,10,0.0
19,6,15,0.0
19,6,20,0.0
19,7,-30,1.0
19,7,-5,0.0
19,7,30,0.0
19,8,-30,1.0
19,8,0,0.0
19,8,10,0.0
19,8,30,1.0
19,8,35,1.0
19,9,-30,1.0
19,9,-15,0.0
19,9,5,0.0
19,9,10,0.0
19,9,25,0.0
19,10,-25,1.0
19,10,-20,0.0
19,10,-10,0.0
19,10,10,0.0
19,10,30,1.0
19,10,35,0.0
19,11,-45,0.0
19,11,-35,0.0
19,11,-15,0.0
19,11,30,0.0
19,12,-15,0.0
19,12,25,0.0
19,12,35,1.0
19,13,-40,1.0
19,13,-10,0.0
19,13,10,0.0
19,13,20,0.0
19,13,30,0.0
19,14,15,0.0
19,15,-40,1.0
19,15,-20,0.0
19,15,-10,0.0
19,16,-30,1.0
19,16,-15,0.0
19,16,-10,0.0
19,16,145,0.0
19,17,-25,0.3333333333333333
19,17,25,0.0
19,18,-35,1.0
19,18,-30,1.0
19,18,-25,1.0
19,18,-15,1.0
19,19,-40,1.0
19,19,-25,1.0
19,19,-20,0.0
19,20,-30,0.0
19,20,10,0.0
19,20,25,0.0
19,20,30,0.0
19,21,-40,0.0
19,21,-30,1.0
19,21,-20,0.0
19,21,0,0.0
19,21,10,0.0
19,21,30,0.0
19,21,35,0.0
19,22,-30,0.0
19,22,20,0.0
19,23,-10,0.0
19,23,5,0.0
19,23,15,0.0
19,24,-40,0.0
19,24,-30,0.0
19,24,-25,0.0
19,25,35,1.0
19,26,-20,0.0
19,26,-5,0.0
19,26,15,0.0
19,27,-30,0.0
19,27,-25,1.0
19,27,-20,0.0
19,27,-10,0.0
19,28,10,0.0
19,29,-10,0.0
19,29,-5,0.0
19,29,0,0.0
19,31,-35,1.0
19,32,0,0.0
19,33,-25,1.0
19,33,-20,0.0
19,33,15,0.0
19,33,30,0.0
19,34,-25,1.0
19,34,-10,0.0
19,34,0,0.0
19,34,30,1.0
19,35,-30,0.0
19,35,-25,0.0
19,35,-20,0.0
19,35,0,0.0
19,36,5,0.0
19,37,-5,0.5
19,38,10,0.0
19,38,35,1.0
19,39,15,0.0
19,40,-55,1.0
19,40,-20,0.0
19,41,-5,0.0
19,43,-5,0.0
19,45,0,0.0
19,50,15,0.0
19,50,20,1.0
19,55,30,1.0
20,-89,150,0.0
20,-85,-175,0.0
20,-79,-75,0.0
20,-78,-125,0.0
20,-77,170,0.0
20,-75,-135,0.0
20,-66,-55,0.0
20,-63,-15,0.0
20,-63,175,0.0
20,-62,-125,0.0
20,-61,-40,0.0
20,-61,15,0.0
20,-61,80,0.0
20,-60,135,0.0
20,-59,-90,0.0
20,-59,-15,1.0
20,-57,-135,0.0
20,-57,-130,0.0
20,-57,95,0.0
20,-56,-145,1.0
20,-56,-100,0.0
20,-55,10,0.0
20,-55,30,0.0
20,-55,120,0.0
20,-54,5,0.0
20,-54,35,0.0
20,-54,60,0.0
20,-53,0,1.0
20,-52,45,0.5
20,-51,0,1.0
20,-51,140,0.0
20,-49,45,0.0
20,-48,-170,1.0
20,-48,20,0.0
20,-47,130,0.0
20,-46,-110,0.0
20,-45,-40,0.0
20,-45,85,0.0
20,-44,60,0.0
20,-43,-70,1.0
20,-43,65,1.0
20,-41,-45,0.0
20,-41,55,0.0
20,-40,-115,0.0
20,-40,-15,0.0
20,-39,-35,1.0
20,-39,25,0.0
20,-39,30,0.0
20,-38,-30,0.0
20,-38,-20,0.0
20,-37,-90,0.0
20,-37,35,0.0
20,-36,-25,0.0
20,-35,15,0.0
20,-35,20,0.0
20,-35,25,0.0
20,-34,35,0.0
20,-34,95,0.0
20,-30,-70,0.0
20,-30,55,0.0
20,-30,175,0.0
20,-29,-40,0.0
20,-29,20,0.0
20,-28,-15,1.0
20,-28,70,0.0
20,-27,-25,0.0
20,-26,-20,0.0
20,-25,10,0.0
20,-24,25,0.0
20,-23,-35,0.0
20,-23,10,0.0
20,-23,30,1.0
20,-22,-45,0.0
20,-22,5,0.0
20,-21,-35,0.0
20,-21,-30,0.0
20,-20,55,0.0
20,-18,-60,0.0
20,-18,-25,0.0
20,-18,-20,0.0
20,-18,10,1.0
20,-17,0,1.0
20,-17,35,1.0
20,-17,70,0.0
20,-16,5,0.0
20,-16,40,0.0
20,-15,-5,0.0
20,-15,0,0.0
20,-15,5,0.0
20,-15,10,0.0
20,-15,20,0.5
20,-14,-35,1.0
20,-14,-25,0.0
20,-14,25,0.0
20,-14,30,0.0
20,-14,45,1.0
20,-13,-20,0.0
20,-13,-5,1.0
20,-13,0,0.0
20,-13,35,0.0
20,-12,-30,1.0
20,-12,-5,0.0
20,-12,35,0.0
20,-11,-20,0.0
20,-11,-10,0.0
20,-11,25,0.5
20,-10,-35,1.0
20,-10,-20,0.0
20,-10,-5,0.0
20,-10,0,0.0
20,-10,5,0.0
20,-10,25,0.0
20,-9,15,0.0
20,-9,25,0.0
20,-8,-20,1.0
20,-8,15,0.0
20,-7,-20,0.0
20,-7,-10,0.0
20,-7,5,0.0
20,-7,15,0.0
20,-6,-15,0.0
20,-6,5,0.0
20,-6,15,1.0
20,-6,25,1.0
20,-6,40,1.0
20,-6,145,0.0
20,-5,-35,1.0
20,-5,-25,0.0
20,-5,-20,0.0
20,-5,-15,0.0
20,-5,10,0.0
20,-4,-35,1.0
20,-4,-15,0.0
20,-4,25,0.0
20,-4,30,0.0
20,-3,-40,1.0
20,-3,-35,0.0
20,-3,-10,0.0
20,-3,25,0.0
20,-2,-45,0.0
20,-2,-35,0.0
20,-2,-25,1.0
20,-2,20,0.0
20,-1,-30,1.0
20,-1,-25,1.0
20,-1,-20,0.0
20,-1,-15,0.0
20,-1,10,0.0
20,0,-25,1.0
20,2,-15,0.0
20,2,0,0.0
20,2,20,0.0
20,3,-25,0.0
20,3,-5,0.0
20,3,0,0.0
20,4,-30,0.0
20,4,-20,0.0
20,4,-10,0.0
20,4,10,0.0
20,4,15,0.0
20,4,30,0.0
20,5,-30,1.0
20,5,-25,0.0
20,5,15,0.0
20,5,25,0.0
20,5,35,1.0
20,6,-25,0.0
20,6,-5,0.0
20,6,25,0.5
20,6,35,0.0
20,7,-15,0.0
20,7,30,0.0
20,8,-25,1.0
20,8,-15,0.0
20,8,5,0.0
20,8,25,0.0
20,9,20,0.0
20,10,-25,0.0
20,10,-10,0.0
20,10,15,0.0
20,10,20,0.0
20,10,25,1.0
20,10,35,1.0
20,11,-35,1.0
20,11,-15,0.0
20,11,-10,0.0
20,11,0,0.0
20,11,15,0.0
20,12,-30,0.0
20,12,-25,1.0
20,12,-10,0.0
20,12,60,0.0
20,13,-20,1.0
20,13,5,0.0
20,13,30,0.0
20,14,-25,0.0
20,14,-20,0.0
20,14,-10,0.0
20,15,-35,0.0
20,16,-40,1.0
20,17,-35,1.0
20,17,-10,0.0
20,17,0,0.0
20,17,35,1.0
20,18,-40,0.0
20,18,-25,1.0
20,18,10,0.0
20,18,20,0.0
20,19,-25,0.0
20,19,-20,1.0
20,19,-5,1.0
20,19,0,0.0
20,19,10,1.0
20,19,25,0.0
20,19,30,0.0
20,20,-20,0.0
20,20,-15,0.0
20,20,-10,0.0
20,20,10,0.0
20,20,15,0.0
20,20,20,0.0
20,21,5,0.0
20,22,-35,1.0
20,22,15,0.0
20,23,0,0.0
20,24,-35,0.0
20,24,-10,0.0
20,24,35,0.0
20,25,-35,0.0
20,25,10,0.0
20,26,-35,1.0
20,26,-30,0.0
20,26,-15,0.0
20,26,-5,0.0
20,26,10,1.0
20,27,-5,0.0
20,28,-10,0.0
20,28,25,0.0
20,29,-15,0.0
20,29,10,0.0
20,29,15,0.0
20,30,-30,1.0
20,30,-25,0.0
20,30,-5,0.0
20,31,-30,0.0
20,31,-15,0.0
20,31,15,0.0
20,32,-20,1.0
20,32,-10,0.0
20,32,20,0.0
20,32,25,1.0
20,33,5,0.0
20,34,-25,1.0
20,34,-20,0.0
20,34,0,0.0
20,34,10,0.0
20,35,-30,0.0
20,35,-20,0.0
20,36,-10,1.0
20,36,0,0.0
20,36,20,0.0
20,36,30,1.0
20,37,-35,1.0
20,37,-30,1.0
20,37,-25,1.0
20,37,170,0.0
20,38,-45,1.0
20,38,20,1.0
20,38,25,0.0
20,39,0,0.0
20,39,30,0.0
20,40,-40,1.0
20,40,-15,0.0
20,41,-20,1.0
20,41,-5,0.0
20,42,-10,0.0
20,43,-30,1.0
20,43,-10,1.0
20,43,-5,0.0
20,43,0,0.0
20,46,-25,0.0
20,46,-20,1.0
20,46,-10,0.0
20,46,15,0.0
20,47,-5,0.0
20,48,5,0.0
20,50,10,0.0
20,51,-5,1.0
20,52,-15,0.0
20,54,-10,0.0
20,54,0,0.0
20,56,-10,1.0
21,-85,150,0.0
21,-79,-35,0.0
21,-79,15,1.0
